"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"90425891-2022";"MORTE POR INTERVENÇÃO DE AGENTE DO ESTADO";"ITABORAÍ";2022-07-10 00:00:00;"jul";2022
"09578741-2022";"POSSE E USO";"RECREIO";2022-07-10 00:00:00;"jul";2022
"64985181-2022";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2022-07-10 00:00:00;"jul";2022
"18930581-2022";"RESISTÊNCIA";"NOVA IGUAÇU";2022-07-10 00:00:00;"jul";2022
"13459951-2022";"POSSE E USO";"RECREIO";2022-07-10 00:00:00;"jul";2022
"11038171-2022";"PORTE DE ARMA BRANCA";"RECREIO";2022-07-10 00:00:00;"jul";2022
"14071151-2022";"RESISTÊNCIA";"ITABORAÍ";2022-07-10 00:00:00;"jul";2022
"85118091-2022";"APREENSÃO DE VEÍCULO";"GRAJAÚ E VILA ISABEL";2022-07-10 00:00:00;"jul";2022
"50794421-2022";"MARIA DA PENHA";"NITERÓI";2022-07-10 00:00:00;"jul";2022
"07504941-2022";"APREENSÃO DE MATERIAL";"NITERÓI";2022-07-10 00:00:00;"jul";2022
"02410971-2022";"RECEPTAÇÃO";"ITABORAÍ";2022-07-10 00:00:00;"jul";2022
"92107811-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2022-07-11 00:00:00;"jul";2022
"23391891-2022";"FURTO";"COPACABANA";2022-07-11 00:00:00;"jul";2022
"94581671-2022";"APREENSÃO DE DROGAS";"GRAJAÚ E VILA ISABEL";2022-07-11 00:00:00;"jul";2022
"10247991-2022";"MANDADO DE PRISÃO";"LARANJEIRAS";2022-07-11 00:00:00;"jul";2022
"52373291-2022";"ROUBO A ESTABELECIMENTO COMERCIAL";"BARRA";2022-07-11 00:00:00;"jul";2022
"12123041-2022";"POSSE E USO";"MACAÉ";2022-07-11 00:00:00;"jul";2022
"73871051-2022";"POSSE E USO";"RECREIO";2022-07-11 00:00:00;"jul";2022
"09118501-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-11 00:00:00;"jul";2022
"01754571-2022";"APREENSÃO DE DROGAS";"BARRA DO PIRAÍ";2022-07-11 00:00:00;"jul";2022
"90909921-2022";"POSSE E USO";"RECREIO";2022-07-11 00:00:00;"jul";2022
"61636441-2022";"RECUPERAÇÃO DE VEÍCULO";"MIGUEL COUTO";2022-07-11 00:00:00;"jul";2022
"85458891-2022";"FURTO DE BICICLETA";"COPACABANA";2022-07-11 00:00:00;"jul";2022
"04129921-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-11 00:00:00;"jul";2022
"11789271-2022";"APREENSÃO DE DROGAS";"GRAJAÚ E VILA ISABEL";2022-07-11 00:00:00;"jul";2022
"82729151-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA DO PIRAÍ";2022-07-11 00:00:00;"jul";2022
"53070001-2022";"POSSE E USO";"MACAÉ";2022-07-11 00:00:00;"jul";2022
"94047981-2022";"POSSE E USO";"RECREIO";2022-07-11 00:00:00;"jul";2022
"44756571-2022";"POSSE E USO";"JAPERI";2022-07-11 00:00:00;"jul";2022
"91860671-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-11 00:00:00;"jul";2022
"01509431-2022";"MANDADO DE PRISÃO";"LARANJEIRAS";2022-07-11 00:00:00;"jul";2022
"74171841-2022";"RECEPTAÇÃO";"SÃO GONÇALO";2022-07-11 00:00:00;"jul";2022
"76576761-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-11 00:00:00;"jul";2022
"03856981-2022";"FURTO";"SÃO GONÇALO";2022-07-11 00:00:00;"jul";2022
"47719161-2022";"VIAS DE FATO";"NITERÓI";2022-07-11 00:00:00;"jul";2022
"88518211-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-11 00:00:00;"jul";2022
"40692401-2022";"POSSE E USO";"MAGÉ E PIABETÁ";2022-07-11 00:00:00;"jul";2022
"71100371-2022";"RECUPERAÇÃO DE VEÍCULO";"LEBLON";2022-07-11 00:00:00;"jul";2022
"77466341-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"LAPA";2022-07-11 00:00:00;"jul";2022
"03832231-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2022-07-11 00:00:00;"jul";2022
"97087771-2022";"APREENSÃO DE MATERIAL";"CAMPOS";2022-07-11 00:00:00;"jul";2022
"91623992-2022";"APREENSÃO DE VEÍCULO";"MAGÉ E PIABETÁ";2022-07-12 00:00:00;"jul";2022
"96464221-2022";"AMEAÇA";"COPACABANA";2022-07-12 00:00:00;"jul";2022
"32096311-2022";"MANDADO DE PRISÃO";"BOTAFOGO";2022-07-12 00:00:00;"jul";2022
"87219041-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-12 00:00:00;"jul";2022
"90963032-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-12 00:00:00;"jul";2022
"65626941-2022";"MANDADO DE PRISÃO";"CAMPOS";2022-07-12 00:00:00;"jul";2022
"76816721-2022";"TENTATIVA DE HOMICÍDIO";"BARRA DO PIRAÍ";2022-07-12 00:00:00;"jul";2022
"80369441-2022";"RECUPERAÇÃO DE VEÍCULO";"VOLTA REDONDA";2022-07-12 00:00:00;"jul";2022
"47369681-2022";"APREENSÃO DE VEÍCULO";"MIGUEL COUTO";2022-07-12 00:00:00;"jul";2022
"29429461-2022";"MANDADO DE PRISÃO";"BELFORD ROXO";2022-07-12 00:00:00;"jul";2022
"73635401-2022";"APREENSÃO DE MATERIAL";"CENTRO";2022-07-12 00:00:00;"jul";2022
"01205181-2022";"ESTELIONATO";"CENTRO";2022-07-12 00:00:00;"jul";2022
"36251461-2022";"POSSE E USO";"RECREIO";2022-07-12 00:00:00;"jul";2022
"66258841-2022";"POSSE E USO";"ITAGUAÍ";2022-07-12 00:00:00;"jul";2022
"55594821-2022";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2022-07-12 00:00:00;"jul";2022
"28279552-2022";"ROUBO DE APARELHO CELULAR";"GRAJAÚ E VILA ISABEL";2022-07-12 00:00:00;"jul";2022
"16868191-2022";"ROUBO A TRANSEUNTE";"BARRA";2022-07-12 00:00:00;"jul";2022
"91785071-2022";"FURTO DE APARELHO DE CELULAR";"CENTRO";2022-07-12 00:00:00;"jul";2022
"80549961-2022";"LESÃO CORPORAL DOLOSA";"GRAJAÚ E VILA ISABEL";2022-07-12 00:00:00;"jul";2022
"08491011-2022";"MANDADO DE PRISÃO";"VOLTA REDONDA";2022-07-12 00:00:00;"jul";2022
"24095122-2022";"FURTO";"BANGU";2022-07-12 00:00:00;"jul";2022
"20208491-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-12 00:00:00;"jul";2022
"31415831-2022";"FURTO";"TIJUCA";2022-07-12 00:00:00;"jul";2022
"88871401-2022";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2022-07-12 00:00:00;"jul";2022
"29215061-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-12 00:00:00;"jul";2022
"80854341-2022";"CALÚNIA";"LEBLON";2022-07-12 00:00:00;"jul";2022
"76309031-2022";"MANDADO DE PRISÃO";"LEBLON";2022-07-12 00:00:00;"jul";2022
"71486601-2022";"PORTE DE ARMA BRANCA";"LAPA";2022-07-12 00:00:00;"jul";2022
"33282411-2022";"APREENSÃO";"LAGOA";2022-07-12 00:00:00;"jul";2022
"49836661-2022";"POSSE E USO";"ITAGUAÍ";2022-07-12 00:00:00;"jul";2022
"72107031-2022";"FURTO";"IPANEMA";2022-07-12 00:00:00;"jul";2022
"57562961-2022";"MANDADO DE PRISÃO";"IPANEMA";2022-07-12 00:00:00;"jul";2022
"02964381-2022";"ROUBO DE APARELHO CELULAR";"GRAJAÚ E VILA ISABEL";2022-07-12 00:00:00;"jul";2022
"66774481-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BOTAFOGO";2022-07-13 00:00:00;"jul";2022
"19947941-2022";"POSSE E USO";"BOTAFOGO";2022-07-13 00:00:00;"jul";2022
"57295091-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-13 00:00:00;"jul";2022
"93428651-2022";"ROUBO NO INTERIOR DE VEICULO";"CAXIAS";2022-07-13 00:00:00;"jul";2022
"10889321-2022";"TRÁFICO DE DROGAS";"LARANJEIRAS";2022-07-13 00:00:00;"jul";2022
"68940561-2022";"POSSE E USO";"RECREIO";2022-07-13 00:00:00;"jul";2022
"42547871-2022";"POSSE E USO";"MACAÉ";2022-07-13 00:00:00;"jul";2022
"66074081-2022";"POSSE E USO";"MACAÉ";2022-07-13 00:00:00;"jul";2022
"76425541-2022";"POSSE E USO";"MACAÉ";2022-07-13 00:00:00;"jul";2022
"29233711-2022";"RECEPTAÇÃO";"BOTAFOGO";2022-07-13 00:00:00;"jul";2022
"57152351-2022";"POSSE E USO";"CAMPOS";2022-07-13 00:00:00;"jul";2022
"07895501-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"IPANEMA";2022-07-13 00:00:00;"jul";2022
"18590181-2022";"MANDADO DE PRISÃO";"IPANEMA";2022-07-13 00:00:00;"jul";2022
"94600681-2022";"FURTO";"BOTAFOGO";2022-07-13 00:00:00;"jul";2022
"92509381-2022";"POSSE E USO";"RECREIO";2022-07-13 00:00:00;"jul";2022
"29247871-2022";"POSSE E USO";"JAPERI";2022-07-13 00:00:00;"jul";2022
"87985621-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"TRÊS RIOS";2022-07-13 00:00:00;"jul";2022
"43616371-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"TIJUCA";2022-07-13 00:00:00;"jul";2022
"59525221-2022";"FURTO";"TIJUCA";2022-07-13 00:00:00;"jul";2022
"82962441-2022";"LESÃO CORPORAL";"NOVA IGUAÇU";2022-07-13 00:00:00;"jul";2022
"72574871-2022";"IMPORTUNAÇÃO SEXUAL";"NOVA IGUAÇU";2022-07-13 00:00:00;"jul";2022
"23660551-2022";"RECEPTAÇÃO";"NITERÓI";2022-07-13 00:00:00;"jul";2022
"05271801-2022";"DIRIGIR SOBRE INFLUÊNCIA DE ALCOOL";"NITERÓI";2022-07-13 00:00:00;"jul";2022
"33397321-2022";"POSSE E USO";"MAGÉ E PIABETÁ";2022-07-13 00:00:00;"jul";2022
"08146191-2022";"RECUPERAÇÃO DE VEÍCULO";"LAPA";2022-07-13 00:00:00;"jul";2022
"12039881-2022";"MANDADO DE PRISÃO";"IPANEMA";2022-07-13 00:00:00;"jul";2022
"41573951-2022";"FURTO";"CENTRO";2022-07-13 00:00:00;"jul";2022
"29824321-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-13 00:00:00;"jul";2022
"77899571-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-13 00:00:00;"jul";2022
"07810701-2022";"APREENSÃO DE MATERIAL";"BARRA DO PIRAÍ";2022-07-13 00:00:00;"jul";2022
"00627851-2022";"RECEPTAÇÃO";"AUSTIN";2022-07-13 00:00:00;"jul";2022
"20911011-2022";"ROUBO";"ATERRO";2022-07-13 00:00:00;"jul";2022
"20154871-2022";"MARIA DA PENHA";"LAPA";2022-07-14 00:00:00;"jul";2022
"34404641-2022";"DESACATO";"BARRA";2022-07-14 00:00:00;"jul";2022
"65544701-2022";"CAPTURA DE EVADIDO";"SÃO GONÇALO";2022-07-14 00:00:00;"jul";2022
"22113831-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"MÉIER";2022-07-14 00:00:00;"jul";2022
"62700661-2022";"RESISTÊNCIA";"MÉIER";2022-07-14 00:00:00;"jul";2022
"03577181-2022";"MANDADO DE PRISÃO";"COPACABANA";2022-07-14 00:00:00;"jul";2022
"86007801-2022";"TRÁFICO DE DROGAS";"CAMPOS";2022-07-14 00:00:00;"jul";2022
"68459481-2022";"PORTE DE ARMA BRANCA";"BOTAFOGO";2022-07-14 00:00:00;"jul";2022
"61526701-2022";"TRÁFICO DE DROGAS";"MACAÉ";2022-07-14 00:00:00;"jul";2022
"02375651-2022";"VIAS DE FATO";"MACAÉ";2022-07-14 00:00:00;"jul";2022
"08747871-2022";"POSSE E USO";"RECREIO";2022-07-14 00:00:00;"jul";2022
"20619111-2022";"APREENSÃO DE VEÍCULO";"RECREIO";2022-07-14 00:00:00;"jul";2022
"93079641-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"MÉIER";2022-07-14 00:00:00;"jul";2022
"63692201-2022";"DANO AO PATRIMÔNIO";"BANGU";2022-07-14 00:00:00;"jul";2022
"33086321-2022";"APREENSÃO DE MATERIAL";"ITABORAÍ";2022-07-14 00:00:00;"jul";2022
"17262161-2022";"MANDADO DE PRISÃO";"CAXIAS";2022-07-14 00:00:00;"jul";2022
"64237641-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAMPOS";2022-07-14 00:00:00;"jul";2022
"38117651-2022";"SUICÍDIO";"CAMPOS";2022-07-14 00:00:00;"jul";2022
"71278291-2022";"APREENSÃO DE VEÍCULO";"ITABORAÍ";2022-07-14 00:00:00;"jul";2022
"54559361-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-14 00:00:00;"jul";2022
"25632071-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-14 00:00:00;"jul";2022
"09218531-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-14 00:00:00;"jul";2022
"57474431-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"SÃO GONÇALO";2022-07-14 00:00:00;"jul";2022
"10839481-2022";"TRÁFICO DE DROGAS";"QUEIMADOS";2022-07-14 00:00:00;"jul";2022
"37788522-2022";"TRÁFICO DE DROGAS";"NITERÓI";2022-07-14 00:00:00;"jul";2022
"37418431-2022";"MARIA DA PENHA";"NITERÓI";2022-07-14 00:00:00;"jul";2022
"17872861-2022";"APREENSÃO DE DROGAS";"NITERÓI";2022-07-14 00:00:00;"jul";2022
"37255711-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-14 00:00:00;"jul";2022
"93588781-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-14 00:00:00;"jul";2022
"56438151-2022";"TRÁFICO DE DROGAS";"MAGÉ E PIABETÁ";2022-07-14 00:00:00;"jul";2022
"94071011-2022";"FURTO";"MAGÉ E PIABETÁ";2022-07-14 00:00:00;"jul";2022
"10032541-2022";"FURTO";"MAGÉ E PIABETÁ";2022-07-14 00:00:00;"jul";2022
"56382211-2022";"AVERIGUAÇÃO EM SEDE POLICIAL";"MACAÉ";2022-07-14 00:00:00;"jul";2022
"65133961-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-14 00:00:00;"jul";2022
"66035911-2022";"APREENSÃO DE MATERIAL";"IPANEMA";2022-07-14 00:00:00;"jul";2022
"28265671-2022";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2022-07-14 00:00:00;"jul";2022
"83865471-2022";"RECEPTAÇÃO";"AUSTIN";2022-07-14 00:00:00;"jul";2022
"80690171-2022";"FURTO A TRANSEUNTE";"COPACABANA";2022-07-15 00:00:00;"jul";2022
"40539511-2022";"FATO ATÍPICO";"COPACABANA";2022-07-15 00:00:00;"jul";2022
"56208891-2022";"FURTO DE APARELHO DE CELULAR";"COPACABANA";2022-07-15 00:00:00;"jul";2022
"37928961-2022";"FURTO";"COPACABANA";2022-07-15 00:00:00;"jul";2022
"44316111-2022";"ARMA DE FOGO";"MIGUEL PEREIRA";2022-07-15 00:00:00;"jul";2022
"82800871-2022";"MANDADO DE PRISÃO";"PARACAMBI";2022-07-15 00:00:00;"jul";2022
"15216441-2022";"DESOBEDIÊNCIA";"NOVA IGUAÇU";2022-07-15 00:00:00;"jul";2022
"06976941-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-15 00:00:00;"jul";2022
"85299081-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2022-07-15 00:00:00;"jul";2022
"40077531-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAMPOS";2022-07-15 00:00:00;"jul";2022
"33178831-2022";"POSSE E USO";"QUEIMADOS";2022-07-15 00:00:00;"jul";2022
"62235982-2022";"TRÁFICO DE DROGAS";"BARRA";2022-07-15 00:00:00;"jul";2022
"10865351-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-15 00:00:00;"jul";2022
"53459721-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"VOLTA REDONDA";2022-07-15 00:00:00;"jul";2022
"40252411-2022";"FURTO";"TERESÓPOLIS";2022-07-15 00:00:00;"jul";2022
"14069781-2022";"FURTO";"NITERÓI";2022-07-15 00:00:00;"jul";2022
"81557232-2022";"LESÃO CORPORAL";"TIJUCA";2022-07-15 00:00:00;"jul";2022
"22750851-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-15 00:00:00;"jul";2022
"27898481-2022";"LESÃO CORPORAL";"NITERÓI";2022-07-15 00:00:00;"jul";2022
"02077761-2022";"APREENSÃO DE VEÍCULO";"NITERÓI";2022-07-15 00:00:00;"jul";2022
"76440201-2022";"ATO OBSCENO";"NITERÓI";2022-07-15 00:00:00;"jul";2022
"66885401-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-15 00:00:00;"jul";2022
"57708751-2022";"INJÚRIA";"MÉIER";2022-07-15 00:00:00;"jul";2022
"10934801-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-15 00:00:00;"jul";2022
"50308161-2022";"SIMULACRO";"LAPA";2022-07-15 00:00:00;"jul";2022
"09179871-2022";"TRÁFICO DE DROGAS";"IPANEMA";2022-07-15 00:00:00;"jul";2022
"08372791-2022";"DIRIGIR SOBRE INFLUÊNCIA DE ALCOOL";"GRAJAÚ E VILA ISABEL";2022-07-15 00:00:00;"jul";2022
"85471021-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2022-07-15 00:00:00;"jul";2022
NA;"RECEPTAÇÃO";"AUSTIN";2022-07-15 00:00:00;"jul";NA
"56677141-2022";"APREENSÃO DE CELULAR";"BOTAFOGO";2022-07-16 00:00:00;"jul";2022
"08222711-2022";"APREENSÃO DE CELULAR";"LEBLON";2022-07-16 00:00:00;"jul";2022
"53931481-2022";"FURTO";"JAPERI";2022-07-16 00:00:00;"jul";2022
"53526921-2022";"TRÁFICO DE DROGAS";"SÃO GONÇALO";2022-07-16 00:00:00;"jul";2022
"63739961-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2022-07-16 00:00:00;"jul";2022
"50838761-2022";"APREENSÃO DE CELULAR";"BOTAFOGO";2022-07-16 00:00:00;"jul";2022
"26503671-2022";"APREENSÃO DE DROGAS";"LEBLON";2022-07-16 00:00:00;"jul";2022
"15526351-2022";"MANDADO DE PRISÃO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"58197091-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"27079671-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"41184191-2022";"POSSE E USO";"MACAÉ";2022-07-16 00:00:00;"jul";2022
"48173341-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"43778511-2022";"APREENSÃO DE DROGAS";"VOLTA REDONDA";2022-07-16 00:00:00;"jul";2022
"56070761-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"39509131-2022";"EXTORSÃO";"CENTRO";2022-07-16 00:00:00;"jul";2022
"53030111-2022";"IMPORTUNAÇÃO SEXUAL";"MACAÉ";2022-07-16 00:00:00;"jul";2022
"28271491-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"48339311-2022";"DESACATO";"GRAJAÚ E VILA ISABEL";2022-07-16 00:00:00;"jul";2022
"18403071-2022";"APREENSÃO DE MATERIAL";"VOLTA REDONDA";2022-07-16 00:00:00;"jul";2022
"96326271-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"46706342-2022";"MARIA DA PENHA";"JAPERI";2022-07-16 00:00:00;"jul";2022
"92939091-2022";"APREENSÃO DE MATERIAL";"COPACABANA";2022-07-16 00:00:00;"jul";2022
"96967711-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-16 00:00:00;"jul";2022
"80302461-2022";"POSSE E USO";"RECREIO";2022-07-16 00:00:00;"jul";2022
"18018451-2022";"FURTO";"LARANJEIRAS";2022-07-16 00:00:00;"jul";2022
"84833191-2022";"RESISTÊNICA";"SÃO GONÇALO";2022-07-16 00:00:00;"jul";2022
"06602041-2022";"TRÁFICO DE DROGAS";"SÃO GONÇALO";2022-07-16 00:00:00;"jul";2022
"83883981-2022";"DESOBEDIÊNCIA";"SÃO GONÇALO";2022-07-16 00:00:00;"jul";2022
"94147721-2022";"FURTO";"NOVA IGUAÇU";2022-07-16 00:00:00;"jul";2022
"15328531-2022";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2022-07-16 00:00:00;"jul";2022
NA;"MARIA DA PENHA";"JAPERI";2022-07-16 00:00:00;"jul";NA
"13778301-2022";"FURTO";"ITABORAÍ";2022-07-16 00:00:00;"jul";2022
"20668361-2022";"DESACATO";"CENTRO";2022-07-16 00:00:00;"jul";2022
"11723971-2022";"DESACATO";"CENTRO";2022-07-16 00:00:00;"jul";2022
"84100201-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-16 00:00:00;"jul";2022
"23815742-2022";"APROPRIAÇÃO INDÉBITA";"BOTAFOGO";2022-07-17 00:00:00;"jul";2022
"29139401-2022";"APREENSÃO DE DROGAS";"VOLTA REDONDA";2022-07-17 00:00:00;"jul";2022
"86670251-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2022-07-17 00:00:00;"jul";2022
"96665991-2022";"DESOBEDIÊNCIA";"ITABORAÍ";2022-07-17 00:00:00;"jul";2022
"10943751-2022";"MANDADO DE PRISÃO";"BOTAFOGO";2022-07-17 00:00:00;"jul";2022
"89818071-2022";"DESACATO";"BARRA";2022-07-17 00:00:00;"jul";2022
"34303491-2022";"APREENSÃO DE DROGAS";"LEBLON";2022-07-17 00:00:00;"jul";2022
"87893111-2022";"DANO AO PATRIMÔNIO";"TERESÓPOLIS";2022-07-17 00:00:00;"jul";2022
"81647571-2022";"DESACATO";"MIGUEL PEREIRA";2022-07-17 00:00:00;"jul";2022
"03948361-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"31988161-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"38184091-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"88384321-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"05605021-2022";"DANO AO PATRIMÔNIO";"MACAÉ";2022-07-17 00:00:00;"jul";2022
"83833911-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"70420051-2022";"LESÃO CORPORAL DOLOSA";"ITABORAÍ";2022-07-17 00:00:00;"jul";2022
"29692521-2022";"ROUBO A TRANSEUNTE";"LAPA";2022-07-17 00:00:00;"jul";2022
"09676031-2022";"POSSE E USO";"TIJUCA";2022-07-17 00:00:00;"jul";2022
"04237591-2022";"APREENSÃO DE VEÍCULO";"TIJUCA";2022-07-17 00:00:00;"jul";2022
"36687901-2022";"POSSE E USO";"RECREIO";2022-07-17 00:00:00;"jul";2022
"77951141-2022";"POSSE E USO";"NOVA IGUAÇU";2022-07-17 00:00:00;"jul";2022
"57023371-2022";"FURTO";"NITERÓI";2022-07-17 00:00:00;"jul";2022
"96476301-2022";"APREENSÃO DE VEÍCULO";"NITERÓI";2022-07-17 00:00:00;"jul";2022
"40231421-2022";"APREENSÃO DE VEÍCULO";"MAGÉ E PIABETÁ";2022-07-17 00:00:00;"jul";2022
"12615931-2022";"POSSE E USO";"MAGÉ E PIABETÁ";2022-07-17 00:00:00;"jul";2022
"83154151-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-17 00:00:00;"jul";2022
"87335421-2022";"APREENSÃO DE MATERIAL";"CENTRO";2022-07-17 00:00:00;"jul";2022
"11247071-2022";"MANDADO DE PRISÃO";"CAXIAS";2022-07-17 00:00:00;"jul";2022
"71821791-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-17 00:00:00;"jul";2022
"02010231-2022";"MANDADO DE PRISÃO";"BANGU";2022-07-17 00:00:00;"jul";2022
"98759461-2022";"LESÃO CORPORAL";"AUSTIN";2022-07-17 00:00:00;"jul";2022
"64097341-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-18 00:00:00;"jul";2022
"50426501-2022";"FURTO";"LAPA";2022-07-18 00:00:00;"jul";2022
"48276851-2022";"FURTO";"BANGU";2022-07-18 00:00:00;"jul";2022
"94273911-2022";"POSSE E USO";"MACAÉ";2022-07-18 00:00:00;"jul";2022
"09700391-2022";"ACIDENTE DE TRÂNSITO";"BARRA DO PIRAÍ";2022-07-18 00:00:00;"jul";2022
"56684271-2022";"POSSE E USO";"CAMPOS";2022-07-18 00:00:00;"jul";2022
"54501961-2022";"FURTO";"BANGU";2022-07-18 00:00:00;"jul";2022
"35734951-2022";"DESACATO";"CENTRO";2022-07-18 00:00:00;"jul";2022
"09841161-2022";"DESACATO";"CENTRO";2022-07-18 00:00:00;"jul";2022
"03573451-2022";"POSSE E USO";"MACAÉ";2022-07-18 00:00:00;"jul";2022
"98874431-2022";"BUSCA E APREENSÃO DE MENOR";"CAMPOS";2022-07-18 00:00:00;"jul";2022
"55329521-2022";"POSSE E USO";"MACAÉ";2022-07-18 00:00:00;"jul";2022
"06664441-2022";"FURTO A TRANSEUNTE";"COPACABANA";2022-07-18 00:00:00;"jul";2022
"05202111-2022";"POSSE E USO";"RECREIO";2022-07-18 00:00:00;"jul";2022
"93894991-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-18 00:00:00;"jul";2022
"74091151-2022";"RECEPTAÇÃO";"MIGUEL COUTO";2022-07-18 00:00:00;"jul";2022
"37879781-2022";"AMEAÇA";"CENTRO";2022-07-18 00:00:00;"jul";2022
"83684211-2022";"AVERIGUAÇÃO EM SEDE POLICIAL";"CAMPOS";2022-07-18 00:00:00;"jul";2022
"63181031-2022";"POSSE E USO";"MACAÉ";2022-07-18 00:00:00;"jul";2022
"75839731-2022";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"ITABORAÍ";2022-07-18 00:00:00;"jul";2022
"82621451-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-19 00:00:00;"jul";2022
"64849671-2022";"FURTO";"COPACABANA";2022-07-19 00:00:00;"jul";2022
"79162432-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2022-07-19 00:00:00;"jul";2022
"70216351-2022";"FURTO";"MÉIER";2022-07-19 00:00:00;"jul";2022
"13222481-2022";"APREENSÃO DE CELULAR";"BOTAFOGO";2022-07-19 00:00:00;"jul";2022
"57179701-2022";"FURTO";"LAGOA";2022-07-19 00:00:00;"jul";2022
"75108361-2022";"POSSE E USO";"MACAÉ";2022-07-19 00:00:00;"jul";2022
"90001911-2022";"BUSCA E APREENSÃO DE MENOR";"COPACABANA";2022-07-19 00:00:00;"jul";2022
"09288381-2022";"POSSE E USO";"CAMPOS";2022-07-19 00:00:00;"jul";2022
"48626041-2022";"PORTE DE ARMA BRANCA";"BOTAFOGO";2022-07-19 00:00:00;"jul";2022
"13178731-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-19 00:00:00;"jul";2022
"20264021-2022";"POSSE E USO";"RECREIO";2022-07-19 00:00:00;"jul";2022
"04410811-2022";"POSSE E USO";"RECREIO";2022-07-19 00:00:00;"jul";2022
