"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"26727541-2022";"POSSE E USO";"RECREIO";2022-07-19 00:00:00;"jul";2022
"92072331-2022";"DESACATO";"ITABORAÍ";2022-07-19 00:00:00;"jul";2022
"88746971-2022";"POSSE E USO";"RECREIO";2022-07-19 00:00:00;"jul";2022
"78580991-2022";"MANDADO DE PRISÃO";"TERESÓPOLIS";2022-07-19 00:00:00;"jul";2022
"62973201-2022";"FURTO A TRANSEUNTE";"BARRA";2022-07-19 00:00:00;"jul";2022
"83138331-2022";"FRAUDES";"PARACAMBI";2022-07-19 00:00:00;"jul";2022
"05825621-2022";"POSSE E USO";"COPACABANA";2022-07-19 00:00:00;"jul";2022
"06630922-2022";"POSSE E USO";"COPACABANA";2022-07-19 00:00:00;"jul";2022
"75673081-2022";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2022-07-19 00:00:00;"jul";2022
"30538061-2022";"FURTO";"NOVA IGUAÇU";2022-07-19 00:00:00;"jul";2022
"50723011-2022";"FURTO";"NOVA IGUAÇU";2022-07-19 00:00:00;"jul";2022
"93381901-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-19 00:00:00;"jul";2022
"69778451-2022";"TRÁFICO DE DROGAS";"CENTRO";2022-07-19 00:00:00;"jul";2022
"73947271-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-19 00:00:00;"jul";2022
"88002461-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2022-07-20 00:00:00;"jul";2022
"93456061-2022";"ROUBO A TRANSEUNTE";"CAMPOS";2022-07-20 00:00:00;"jul";2022
"53651801-2022";"ROUBO A ESTABELECIMENTO COMERCIAL";"BELFORD ROXO";2022-07-20 00:00:00;"jul";2022
"46567211-2022";"DESOBEDIÊNCIA";"RECREIO";2022-07-20 00:00:00;"jul";2022
"84483361-2022";"MANDADO DE PRISÃO";"CAXIAS";2022-07-20 00:00:00;"jul";2022
"20727171-2022";"APREENSÃO DE DROGAS";"CAMPOS";2022-07-20 00:00:00;"jul";2022
"88884921-2022";"MAUS TRATOS AOS ANIMAIS";"ITABORAÍ";2022-07-20 00:00:00;"jul";2022
"39878401-2022";"MANDADO DE PRISÃO";"PARACAMBI";2022-07-20 00:00:00;"jul";2022
"99975531-2022";"RECUPERAÇÃO DE VEÍCULO";"ITABORAÍ";2022-07-20 00:00:00;"jul";2022
"34624821-2022";"LESÃO CORPORAL DOLOSA";"NOVA IGUAÇU";2022-07-20 00:00:00;"jul";2022
"96019991-2022";"TRÁFICO DE DROGAS";"MIGUEL PEREIRA";2022-07-20 00:00:00;"jul";2022
"44225721-2022";"FURTO A TRANSEUNTE";"COPACABANA";2022-07-20 00:00:00;"jul";2022
"97892981-2022";"RECUPERAÇÃO DE VEÍCULO";"BANGU";2022-07-20 00:00:00;"jul";2022
"14993552-2022";"MANDADO DE PRISÃO";"SEROPÉDICA";2022-07-20 00:00:00;"jul";2022
"46861201-2022";"APREENSÃO DE DROGAS";"CAMPOS";2022-07-20 00:00:00;"jul";2022
"49963491-2022";"MANDADO DE PRISÃO";"RECREIO";2022-07-20 00:00:00;"jul";2022
"29837881-2022";"FATO ATÍPICO";"ITABORAÍ";2022-07-20 00:00:00;"jul";2022
"52120181-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-20 00:00:00;"jul";2022
"83999362-2022";"AVERIGUAÇÃO EM SEDE POLICIAL";"SÃO GONÇALO";2022-07-20 00:00:00;"jul";2022
"57836791-2022";"TRÁFICO DE DROGAS";"MIGUEL PEREIRA";2022-07-20 00:00:00;"jul";2022
"64049011-2022";"MARIA DA PENHA";"MIGUEL COUTO";2022-07-20 00:00:00;"jul";2022
"25461961-2022";"APREENSÃO DE DROGAS";"CAMPOS";2022-07-20 00:00:00;"jul";2022
"75776191-2022";"FURTO";"TIJUCA";2022-07-20 00:00:00;"jul";2022
"64430121-2022";"FURTO NO INTERIOR DE RESIDÊNCIA";"SÃO GONÇALO";2022-07-20 00:00:00;"jul";2022
"44853461-2022";"RECEPTAÇÃO";"NITERÓI";2022-07-20 00:00:00;"jul";2022
"32243601-2022";"FURTO DE APARELHO DE CELULAR";"NITERÓI";2022-07-20 00:00:00;"jul";2022
"13371821-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"LARANJEIRAS";2022-07-20 00:00:00;"jul";2022
"55673671-2022";"MANDADO DE PRISÃO";"JAPERI";2022-07-20 00:00:00;"jul";2022
"71059211-2022";"RESISTÊNCIA";"CENTRO";2022-07-20 00:00:00;"jul";2022
"34873161-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-20 00:00:00;"jul";2022
"21935191-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-20 00:00:00;"jul";2022
"70770141-2022";"POSSE E USO";"AUSTIN";2022-07-20 00:00:00;"jul";2022
"58826581-2022";"DESOBEDIÊNCIA";"NITERÓI";2022-07-21 00:00:00;"jul";2022
"79337011-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2022-07-21 00:00:00;"jul";2022
"88874561-2022";"ROUBO";"ATERRO";2022-07-21 00:00:00;"jul";2022
"01722181-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-21 00:00:00;"jul";2022
"77579981-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-21 00:00:00;"jul";2022
"48648411-2022";"LESÃO CORPORAL DOLOSA";"NOVA IGUAÇU";2022-07-21 00:00:00;"jul";2022
"44980401-2022";"POSSE E USO";"CAMPOS";2022-07-21 00:00:00;"jul";2022
"74172401-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"ITAGUAÍ";2022-07-21 00:00:00;"jul";2022
"25574441-2022";"POSSE E USO";"RECREIO";2022-07-21 00:00:00;"jul";2022
"46076681-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-21 00:00:00;"jul";2022
"85830351-2022";"RECEPTAÇÃO";"QUEIMADOS";2022-07-21 00:00:00;"jul";2022
"18288171-2022";"FURTO";"MACAÉ";2022-07-21 00:00:00;"jul";2022
"60625701-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2022-07-21 00:00:00;"jul";2022
"81419641-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-21 00:00:00;"jul";2022
"47636071-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-21 00:00:00;"jul";2022
"13161101-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-21 00:00:00;"jul";2022
"01395231-2022";"TRÁFICO DE DROGAS";"MIGUEL PEREIRA";2022-07-21 00:00:00;"jul";2022
"24603761-2022";"RECUPERAÇÃO DE VEÍCULO";"ITABORAÍ";2022-07-21 00:00:00;"jul";2022
"92646091-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-21 00:00:00;"jul";2022
"45492711-2022";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2022-07-21 00:00:00;"jul";2022
"56039521-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-21 00:00:00;"jul";2022
"37785011-2022";"MARIA DA PENHA";"LAPA";2022-07-21 00:00:00;"jul";2022
"50148701-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"LAPA";2022-07-21 00:00:00;"jul";2022
"64067251-2022";"AMEAÇA";"ITABORAÍ";2022-07-21 00:00:00;"jul";2022
"59889401-2022";"POSSE E USO";"RECREIO";2022-07-22 00:00:00;"jul";2022
"56574901-2022";"ROUBO A TRANSEUNTE";"BARRA";2022-07-22 00:00:00;"jul";2022
"59844401-2022";"BUSCA E APREENSÃO DE MENOR";"BARRA";2022-07-22 00:00:00;"jul";2022
"92221271-2022";"TRÁFICO DE DROGAS";"MIGUEL PEREIRA";2022-07-22 00:00:00;"jul";2022
"03285111-2022";"CONTRAVENÇÃO";"CAMPOS";2022-07-22 00:00:00;"jul";2022
"23449891-2022";"POSSE E USO";"BARRA";2022-07-22 00:00:00;"jul";2022
"64759162-2022";"POSSE E USO";"MACAÉ";2022-07-22 00:00:00;"jul";2022
"29853221-2022";"POSSE E USO";"RECREIO";2022-07-22 00:00:00;"jul";2022
"35388801-2022";"APREENSÃO DE MATERIAL";"MIGUEL PEREIRA";2022-07-22 00:00:00;"jul";2022
"02889101-2022";"POSSE E USO";"RECREIO";2022-07-22 00:00:00;"jul";2022
"53512622-2022";"MANDADO DE PRISÃO";"TERESÓPOLIS";2022-07-22 00:00:00;"jul";2022
"04019471-2022";"POSSE E USO";"RECREIO";2022-07-22 00:00:00;"jul";2022
"89641701-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"LEBLON";2022-07-22 00:00:00;"jul";2022
"68062171-2022";"APREENSÃO DE CELULAR";"BOTAFOGO";2022-07-22 00:00:00;"jul";2022
"86690491-2022";"POSSE E USO";"MACAÉ";2022-07-22 00:00:00;"jul";2022
"01023201-2022";"MANDADO DE PRISÃO";"RECREIO";2022-07-22 00:00:00;"jul";2022
"92720831-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-22 00:00:00;"jul";2022
"54432081-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-22 00:00:00;"jul";2022
"50090071-2022";"ROUBO A TRANSEUNTE";"NITERÓI";2022-07-22 00:00:00;"jul";2022
"44467991-2022";"RECUPERAÇÃO DE VEÍCULO";"NITERÓI";2022-07-22 00:00:00;"jul";2022
"45834261-2022";"FURTO";"LEBLON";2022-07-22 00:00:00;"jul";2022
"41881491-2022";"FURTO";"LAGOA";2022-07-22 00:00:00;"jul";2022
"00479441-2022";"POSSE E USO";"CENTRO";2022-07-22 00:00:00;"jul";2022
"01419831-2022";"APREENSÃO DE MATERIAL";"CENTRO";2022-07-22 00:00:00;"jul";2022
"41837211-2022";"APREENSÃO DE MATERIAL";"CENTRO";2022-07-22 00:00:00;"jul";2022
"77860871-2022";"ROUBO A TRANSEUNTE";"COPACABANA";2022-07-23 00:00:00;"jul";2022
"35116891-2022";"FURTO A TRANSEUNTE";"COPACABANA";2022-07-23 00:00:00;"jul";2022
"48625021-2022";"FATO ATÍPICO";"BANGU";2022-07-23 00:00:00;"jul";2022
"38619301-2022";"POSSE E USO";"LARANJEIRAS";2022-07-23 00:00:00;"jul";2022
"36104401-2022";"LESÃO CORPORAL DOLOSA";"GRAJAÚ E VILA ISABEL";2022-07-23 00:00:00;"jul";2022
"88164311-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-23 00:00:00;"jul";2022
"00002221-2022";"APREENSÃO DE VEÍCULO";"ITABORAÍ";2022-07-23 00:00:00;"jul";2022
"73690891-2022";"FATO ATÍPICO";"GRAJAÚ E VILA ISABEL";2022-07-23 00:00:00;"jul";2022
"63758462-2022";"APREENSÃO DE VEÍCULO";"JAPERI";2022-07-23 00:00:00;"jul";2022
"66794371-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-23 00:00:00;"jul";2022
"57223542-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-23 00:00:00;"jul";2022
"64889561-2022";"FURTO";"COPACABANA";2022-07-23 00:00:00;"jul";2022
"92461611-2022";"RECUPERAÇÃO DE VEÍCULO";"SEROPÉDICA";2022-07-23 00:00:00;"jul";2022
"12627641-2022";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2022-07-23 00:00:00;"jul";2022
"30559981-2022";"DESACATO";"JAPERI";2022-07-23 00:00:00;"jul";2022
"62778061-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-23 00:00:00;"jul";2022
"16862031-2022";"APREENSÃO DE CELULAR";"ITABORAÍ";2022-07-23 00:00:00;"jul";2022
"47080581-2022";"APREENSÃO DE DROGAS";"CAMPOS";2022-07-23 00:00:00;"jul";2022
"17221941-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-23 00:00:00;"jul";2022
"94988291-2022";"RECUPERAÇÃO DE VEÍCULO";"NITERÓI";2022-07-23 00:00:00;"jul";2022
"39855621-2022";"MANDADO DE PRISÃO";"NITERÓI";2022-07-23 00:00:00;"jul";2022
"51544461-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-23 00:00:00;"jul";2022
"13754221-2022";"FURTO";"LAPA";2022-07-23 00:00:00;"jul";2022
"08998991-2022";"MANDADO DE PRISÃO";"LAGOA";2022-07-23 00:00:00;"jul";2022
"72573161-2022";"RECEPTAÇÃO";"CENTRO";2022-07-23 00:00:00;"jul";2022
"42044371-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-24 00:00:00;"jul";2022
"53596301-2022";"APREENSÃO DE CELULAR";"BOTAFOGO";2022-07-24 00:00:00;"jul";2022
"35977721-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2022-07-24 00:00:00;"jul";2022
"81899801-2022";"POSSE E USO";"RECREIO";2022-07-24 00:00:00;"jul";2022
"10192531-2022";"DIREÇÃO PERIGOSA";"MIGUEL COUTO";2022-07-24 00:00:00;"jul";2022
"51002621-2022";"POSSE E USO";"TERESÓPOLIS";2022-07-24 00:00:00;"jul";2022
"63709621-2022";"POSSE E USO";"SEROPÉDICA";2022-07-24 00:00:00;"jul";2022
"88587391-2022";"POSSE E USO";"COPACABANA";2022-07-24 00:00:00;"jul";2022
"71217451-2022";"MANDADO DE PRISÃO";"MÉIER";2022-07-24 00:00:00;"jul";2022
"57780641-2022";"POSSE E USO";"RECREIO";2022-07-24 00:00:00;"jul";2022
"85747501-2022";"PORTE DE ARMA BRANCA";"CAMPOS";2022-07-24 00:00:00;"jul";2022
"57663631-2022";"MANDADO DE PRISÃO";"SEROPÉDICA";2022-07-24 00:00:00;"jul";2022
"73526051-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-24 00:00:00;"jul";2022
"82522871-2022";"TRÁFICO DE DROGAS";"NOVA IGUAÇU";2022-07-24 00:00:00;"jul";2022
"12827361-2022";"APREENSÃO DE MATERIAL";"NITERÓI";2022-07-24 00:00:00;"jul";2022
"33905132-2022";"CAPTURA DE EVADIDO";"MAGÉ E PIABETÁ";2022-07-24 00:00:00;"jul";2022
"13709341-2022";"DIREÇÃO PERIGOSA";"AUSTIN";2022-07-24 00:00:00;"jul";2022
"02596431-2022";"MANDADO DE PRISÃO";"IPANEMA";2022-07-25 00:00:00;"jul";2022
"55874171-2022";"RECEPTAÇÃO";"COPACABANA";2022-07-25 00:00:00;"jul";2022
NA;"APREENSÃO DE MATERIAL";"COPACABANA";2022-07-25 00:00:00;"jul";NA
"91219571-2022";"FURTO A TRANSEUNTE";"COPACABANA";2022-07-25 00:00:00;"jul";2022
"44017141-2022";"POSSE E USO";"RECREIO";2022-07-25 00:00:00;"jul";2022
"00741681-2022";"POSSE E USO";"RECREIO";2022-07-25 00:00:00;"jul";2022
"06581911-2022";"APREENSÃO DE VEÍCULO";"MIGUEL COUTO";2022-07-25 00:00:00;"jul";2022
"49350711-2022";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"BARRA";2022-07-25 00:00:00;"jul";2022
"90042111-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-25 00:00:00;"jul";2022
"66014341-2022";"FURTO";"MÉIER";2022-07-25 00:00:00;"jul";2022
"71985141-2022";"POSSE E USO";"RECREIO";2022-07-25 00:00:00;"jul";2022
"75365771-2022";"FURTO";"BOTAFOGO";2022-07-25 00:00:00;"jul";2022
"58345631-2022";"ROUBO A TRANSEUNTE";"BARRA";2022-07-25 00:00:00;"jul";2022
"75713581-2022";"POSSE E USO";"RECREIO";2022-07-25 00:00:00;"jul";2022
"69703421-2022";"FURTO";"BOTAFOGO";2022-07-25 00:00:00;"jul";2022
"10422931-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-25 00:00:00;"jul";2022
"94475991-2022";"RECEPTAÇÃO";"MIGUEL COUTO";2022-07-25 00:00:00;"jul";2022
"46785101-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-25 00:00:00;"jul";2022
"09629131-2022";"RECEPTAÇÃO";"COPACABANA";2022-07-25 00:00:00;"jul";2022
"32498691-2022";"ROUBO DE CARGA";"CAXIAS";2022-07-25 00:00:00;"jul";2022
"66211261-2022";"APREENSÃO DE CELULAR";"IPANEMA";2022-07-25 00:00:00;"jul";2022
"61000391-2022";"DESACATO";"RECREIO";2022-07-25 00:00:00;"jul";2022
"99121091-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-25 00:00:00;"jul";2022
"54463091-2022";"FURTO";"SÃO GONÇALO";2022-07-25 00:00:00;"jul";2022
"01841921-2022";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2022-07-25 00:00:00;"jul";2022
"86612761-2022";"FURTO";"NOVA IGUAÇU";2022-07-25 00:00:00;"jul";2022
"83730291-2022";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2022-07-25 00:00:00;"jul";2022
"72640521-2022";"DESCUMPRIMENTO DE MEDIDA PROTETIVA";"NITERÓI";2022-07-25 00:00:00;"jul";2022
"17242721-2022";"APREENSÃO DE CELULAR";"NITERÓI";2022-07-25 00:00:00;"jul";2022
"63793661-2022";"FURTO";"LAPA";2022-07-25 00:00:00;"jul";2022
"52806421-2022";"MANDADO DE PRISÃO";"LAPA";2022-07-25 00:00:00;"jul";2022
"21243331-2022";"POSSE E USO";"ITAGUAÍ";2022-07-25 00:00:00;"jul";2022
"86842341-2022";"AMEAÇA";"IPANEMA";2022-07-25 00:00:00;"jul";2022
NA;"AMEAÇA";"IPANEMA";2022-07-25 00:00:00;"jul";NA
"19448241-2022";"APREENSÃO";"IPANEMA";2022-07-25 00:00:00;"jul";2022
"31347821-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-25 00:00:00;"jul";2022
"12368271-2022";"APREENSÃO DE DROGAS";"BARRA DO PIRAÍ";2022-07-25 00:00:00;"jul";2022
"90451231-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-25 00:00:00;"jul";2022
"01948391-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-25 00:00:00;"jul";2022
"33454811-2022";"AGRESSÃO";"LAPA";2022-07-26 00:00:00;"jul";2022
"62615171-2022";"MANDADO DE PRISÃO";"CAMPOS";2022-07-26 00:00:00;"jul";2022
"53477031-2022";"POSSE E USO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"93156371-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-26 00:00:00;"jul";2022
"12810781-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-26 00:00:00;"jul";2022
"92665111-2022";"MANDADO DE PRISÃO";"ITAGUAÍ";2022-07-26 00:00:00;"jul";2022
"50772591-2022";"POSSE E USO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"26560801-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-26 00:00:00;"jul";2022
"78893551-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-26 00:00:00;"jul";2022
"90282621-2022";"RESISTÊNCIA";"CENTRO";2022-07-26 00:00:00;"jul";2022
"62124121-2022";"ESTELIONATO";"ITABORAÍ";2022-07-26 00:00:00;"jul";2022
"89727611-2022";"APREENSÃO DE VEÍCULO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"26328121-2022";"POSSE E USO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"99270951-2022";"POSSE E USO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"82986151-2022";"LESÃO CORPORAL DOLOSA";"GRAJAÚ E VILA ISABEL";2022-07-26 00:00:00;"jul";2022
"66349061-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2022-07-26 00:00:00;"jul";2022
"43023631-2022";"POSSE E USO";"MACAÉ";2022-07-26 00:00:00;"jul";2022
"93439511-2022";"POSSE E USO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"52406981-2022";"POSSE E USO";"BOTAFOGO";2022-07-26 00:00:00;"jul";2022
"44340951-2022";"FURTO";"TIJUCA";2022-07-26 00:00:00;"jul";2022
"86243101-2022";"FURTO";"SÃO GONÇALO";2022-07-26 00:00:00;"jul";2022
"59234761-2022";"FURTO";"RECREIO";2022-07-26 00:00:00;"jul";2022
"39998531-2022";"ENCONTRO DE PESSOAS";"RECREIO";2022-07-26 00:00:00;"jul";2022
NA;"DANO AO PATRIMÔNIO";"PARACAMBI";2022-07-26 00:00:00;"jul";NA
"58134071-2022";"APREENSÃO DE MATERIAL";"NITERÓI";2022-07-26 00:00:00;"jul";2022
"65211341-2022";"FURTO DE VEÍCULO";"NITERÓI";2022-07-26 00:00:00;"jul";2022
"03586901-2022";"FURTO";"NITERÓI";2022-07-26 00:00:00;"jul";2022
"16319001-2022";"APREENSÃO DE CELULAR";"LARANJEIRAS";2022-07-26 00:00:00;"jul";2022
"87879531-2022";"RECEPTAÇÃO";"IPANEMA";2022-07-26 00:00:00;"jul";2022
"22929851-2022";"ROUBO";"CENTRO";2022-07-26 00:00:00;"jul";2022
"03037721-2022";"RECEPTAÇÃO";"BOTAFOGO";2022-07-26 00:00:00;"jul";2022
"72331481-2022";"PERTURBAÇÃO DA TRANQUILIDADE. ART. 65 DO DECRETO-LEI 3.688/41.";"AUSTIN";2022-07-26 00:00:00;"jul";2022
"75931351-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-27 00:00:00;"jul";2022
NA;"APREENSÃO DE MATERIAL";"LAPA";2022-07-27 00:00:00;"jul";NA
"71845261-2022";"ROUBO DE APARELHO CELULAR";"BARRA";2022-07-27 00:00:00;"jul";2022
"65731171-2022";"DANO AO PATRIMÔNIO";"COPACABANA";2022-07-27 00:00:00;"jul";2022
"28282481-2022";"FURTO";"BANGU";2022-07-27 00:00:00;"jul";2022
"95963171-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-27 00:00:00;"jul";2022
"67533961-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-27 00:00:00;"jul";2022
"96616461-2022";"POSSE E USO";"RECREIO";2022-07-27 00:00:00;"jul";2022
"52958521-2022";"POSSE E USO";"MIGUEL PEREIRA";2022-07-27 00:00:00;"jul";2022
"69029841-2022";"APREENSÃO DE MATERIAL";"GRAJAÚ E VILA ISABEL";2022-07-27 00:00:00;"jul";2022
"70025342-2022";"APREENSÃO DE CELULAR";"COPACABANA";2022-07-27 00:00:00;"jul";2022
"02062921-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2022-07-27 00:00:00;"jul";2022
"39861141-2022";"POSSE E USO";"RECREIO";2022-07-27 00:00:00;"jul";2022
"33808371-2022";"MANDADO DE PRISÃO";"SEROPÉDICA";2022-07-27 00:00:00;"jul";2022
"08855541-2022";"APREENSÃO DE VEÍCULO";"JAPERI";2022-07-27 00:00:00;"jul";2022
"06241331-2022";"RECEPTAÇÃO";"RECREIO";2022-07-27 00:00:00;"jul";2022
"39796861-2022";"POSSE E USO";"RECREIO";2022-07-27 00:00:00;"jul";2022
"07768351-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-27 00:00:00;"jul";2022
"14853361-2022";"ENCONTRO DE PESSOAS";"BOTAFOGO";2022-07-27 00:00:00;"jul";2022
"69456441-2022";"MANDADO DE PRISÃO";"MIGUEL PEREIRA";2022-07-27 00:00:00;"jul";2022
"00336501-2022";"POSSE E USO";"VOLTA REDONDA";2022-07-27 00:00:00;"jul";2022
"90233591-2022";"FURTO";"TIJUCA";2022-07-27 00:00:00;"jul";2022
"02136351-2022";"ROUBO A TRANSEUNTE";"TIJUCA";2022-07-27 00:00:00;"jul";2022
"05630491-2022";"APREENSÃO DE MATERIAL";"TERESÓPOLIS";2022-07-27 00:00:00;"jul";2022
"52048651-2022";"RECEPTAÇÃO";"NITERÓI";2022-07-27 00:00:00;"jul";2022
"06954011-2022";"PORTE DE ARMA BRANCA";"LAPA";2022-07-27 00:00:00;"jul";2022
"58871801-2022";"FURTO A TRANSEUNTE";"IPANEMA";2022-07-27 00:00:00;"jul";2022
"35705101-2022";"CAMBISMO";"GRAJAÚ E VILA ISABEL";2022-07-27 00:00:00;"jul";2022
"96536532-2022";"MANDADO DE PRISÃO";"AUSTIN";2022-07-27 00:00:00;"jul";2022
"23747081-2022";"APREENSÃO DE MATERIAL";"LAPA";2022-07-28 00:00:00;"jul";2022
"31938061-2022";"MANDADO DE PRISÃO";"COPACABANA";2022-07-28 00:00:00;"jul";2022
"45957581-2022";"TRÁFICO DE DROGAS";"LAPA";2022-07-28 00:00:00;"jul";2022
"67353621-2022";"ROUBO A TRANSEUNTE";"LAPA";2022-07-28 00:00:00;"jul";2022
"62027291-2022";"POSSE E USO";"RECREIO";2022-07-28 00:00:00;"jul";2022
"36717891-2022";"POSSE E USO";"MACAÉ";2022-07-28 00:00:00;"jul";2022
"16323781-2022";"POSSE E USO";"MACAÉ";2022-07-28 00:00:00;"jul";2022
"76880461-2022";"FURTO";"CAXIAS";2022-07-28 00:00:00;"jul";2022
"70305611-2022";"MANDADO DE PRISÃO";"CAXIAS";2022-07-28 00:00:00;"jul";2022
"13870451-2022";"MANDADO DE PRISÃO";"MACAÉ";2022-07-28 00:00:00;"jul";2022
"95515691-2022";"POSSE E USO";"LARANJEIRAS";2022-07-28 00:00:00;"jul";2022
"48626251-2022";"MANDADO DE PRISÃO";"MIGUEL PEREIRA";2022-07-28 00:00:00;"jul";2022
"50440081-2022";"POSSE E USO";"NOVA IGUAÇU";2022-07-28 00:00:00;"jul";2022
"18964011-2022";"RECEPTAÇÃO";"COPACABANA";2022-07-28 00:00:00;"jul";2022
"97279351-2022";"POSSE E USO";"RECREIO";2022-07-28 00:00:00;"jul";2022
NA;"RECUPERAÇÃO DE VEÍCULO";"MIGUEL COUTO";2022-07-28 00:00:00;"jul";NA
NA;"AVERIGUAÇÃO EM SEDE POLICIAL";"MIGUEL COUTO";2022-07-28 00:00:00;"jul";NA
"06200951-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-28 00:00:00;"jul";2022
"78605301-2022";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2022-07-28 00:00:00;"jul";2022
"76605442-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"NITERÓI";2022-07-28 00:00:00;"jul";2022
NA;"RECEPTAÇÃO";"MAGÉ E PIABETÁ";2022-07-28 00:00:00;"jul";NA
NA;"POSSE E USO";"MACAÉ";2022-07-28 00:00:00;"jul";NA
"21384921-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-28 00:00:00;"jul";2022
"66788431-2022";"MANDADO DE PRISÃO";"CENTRO";2022-07-28 00:00:00;"jul";2022
"94599561-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-28 00:00:00;"jul";2022
"68216621-2022";"POSSE E USO";"BARRA DO PIRAÍ";2022-07-28 00:00:00;"jul";2022
NA;"ARMA DE FOGO";"AUSTIN";2022-07-28 00:00:00;"jul";NA
"08279791-2022";"ARMA DE FOGO";"AUSTIN";2022-07-28 00:00:00;"jul";2022
"57038121-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2022-07-29 00:00:00;"jul";2022
"09743661-2022";"POSSE E USO";"CAMPOS";2022-07-29 00:00:00;"jul";2022
"39239881-2022";"RECEPTAÇÃO";"BOTAFOGO";2022-07-29 00:00:00;"jul";2022
"32134001-2022";"APREENSÃO DE DROGAS";"BARRA DO PIRAÍ";2022-07-29 00:00:00;"jul";2022
"42245191-2022";"ROUBO A TRANSEUNTE";"COPACABANA";2022-07-29 00:00:00;"jul";2022
"16483201-2022";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2022-07-29 00:00:00;"jul";2022
